NumAttr,NumOps,NumPubOps,Setters,Getters,Dep_Out,Dep_In,EC_Attr,IC_Attr,EC_Par,IC_Par,Barycenter,Betweenness,Closeness,Eigenvector,HITS.hub,HITS.authority,PageRank,Barycenter-W,Betweenness-W,Closeness-W,Eigenvector-W,HITS.hub-W,HITS.authority-W,PageRank-W,KeyDesign
0,2,2,0,2,2,4,0,0,3,3,0,0,0.002455494,3.10E-10,0,-1.00E-19,0.002093316,0,0,0.046715911,4.65E-09,0,0.000446938,0.001579561,0
0,1,1,0,0,1,6,0,0,6,1,0,0,0.028496656,4.97E-07,0,1.44E-07,0.006316585,0.019677607,0.000773523,0.044995553,1.81E-08,0.000229222,0.001157415,0.004720922,0
0,3,3,0,0,3,5,0,0,3,3,0,0,0.004910988,6.19E-10,0,-7.31E-20,0.002784873,0.019677607,0.005215807,0.055678459,6.32E-09,0.00029264,0.000284424,0.005943791,0
1,14,14,1,2,8,15,2,0,24,13,0,0,0.020888752,4.72E-07,0,8.98E-20,0.009946952,0.018225385,0.013129203,0.059492906,5.90E-09,0.001332471,0.003738415,0.011922422,1
0,4,4,0,1,2,26,2,0,27,2,0,0,0.004910988,6.19E-10,0,-1.02E-19,0.003078811,0.022436828,0.00635699,0.059106732,6.46E-09,1.14E-05,0.002207902,0.007732884,0
0,1,1,0,0,5,18,5,0,29,2,0,0,0.010655091,5.47E-07,0,0.005388556,0.001771841,0.024324717,0.000507238,0.056268273,6.69E-09,0.000255538,0.000794091,0.009754307,0
0,1,1,0,0,3,10,2,0,11,2,0,0,0.01559961,1.58E-09,0,-1.41E-18,0.00830022,0.019677607,0.000200472,0.041192129,8.95E-09,0.000229222,0.002558709,0.004532605,0
0,3,3,0,2,1,4,1,0,6,2,0,0,0.002455494,3.10E-10,0,-1.62E-19,0.002093316,0,0,0.042363307,8.91E-09,0,0.001518669,0.003494086,0
0,17,17,3,4,5,15,9,0,33,10,0,0,0.032196165,5.84E-07,0,3.52E-07,0.015710005,0.025050828,0.00423737,0.051611903,1.10E-08,0.000171718,0.019286178,0.004305181,1
0,6,6,0,0,1,5,0,0,8,6,0,0,0.049831225,0.21169771,0,2.86E-05,0.002223764,0,0,0.040935392,2.41E-09,0,0.000380746,0.002396586,0
0,3,3,0,0,2,6,0,0,10,4,0,0,0,4.40E-13,0,0,0.000813884,0.032892826,0,0.039297595,7.68E-09,0.000916887,0.002867603,0.002670055,0
0,9,9,1,3,4,9,3,0,17,7,0,0,0.008287293,8.33E-09,0,0.015336886,0.001439189,0.033909381,8.83E-05,0.055445981,6.24E-09,0.000762818,0.009087186,0.006464285,0
0,1,1,0,0,0,3,1,0,1,0,0,0,0.004910988,6.19E-10,0,0.005399417,0.001773458,0,0,0.004413064,2.59E-174,0,0.000179874,0.000914185,0
0,8,8,1,3,4,13,8,0,29,6,0,0,0.028496656,4.97E-07,0,1.44E-07,0.006316585,0.025922161,0.001764603,0.011325938,2.22E-08,0.000170914,0.002433061,0.005665527,0
0,3,3,0,0,1,6,0,0,8,3,0,0,0.048810728,0.21169762,0,1.14E-05,0.005174208,0,0,0.01041629,1.03E-08,0,0.000249356,0.003145145,0
0,2,2,0,0,1,4,1,0,2,2,0,0,0.064463299,0.211623493,0,0.00181715,0.003472593,0.000290444,0.000322793,0.009323262,1.08E-09,2.12E-05,0.000870558,0.003274037,0
0,2,2,0,0,3,11,0,0,7,2,0,0,0.012087728,5.48E-07,0,0.010713133,0.002026854,0.002977055,0.002395223,0.055419548,1.81E-08,1.12E-05,0.000206907,0.036970995,0
0,5,5,0,3,4,3,1,0,9,6,0,0,0.006547984,1.14E-08,0,5.88E-20,0.005358536,0.053804821,0.000307786,0.008485483,1.53E-09,0.0001887,0.001322081,0.001422476,0
0,11,11,3,5,2,46,6,0,71,3,0,0,0.070718232,4.49E-07,0,-8.22E-19,0.031126842,0.018951496,0.006393335,0.051486833,3.14E-08,0.000335292,0.017339818,0.011372269,0
0,1,1,0,0,0,3,0,0,2,0,0,0,0.002455494,3.10E-10,0,-1.27E-19,0.001799379,0,0,0.007381245,3.58E-10,0,0.001729877,0.000537958,0
0,1,1,0,1,1,3,1,0,3,1,0,0,0.064463299,0.211623493,0,0.00181715,0.003472593,0,0,0.0086992,4.06E-10,0,0.000870492,0.00076092,0
